ID; Aktywny (0/1); Nazwa; Kategoria (x,y,z...);Cena zawiera podatek. (brutto); ID reguły podatku; W sprzedaży (0 lub 1); Widoczność (0/1); Ilość; Opis; Podsumowanie; Adresy URL zdjęcia (x,y,z...); Kod dostawcy;
230; 1; Kurs Bezpieczeństwo aplikacji webowych; PHP; 89; 1; 1; 1; 500; Dowiedz się jak rozpoznawać podatności, lokalizować ich przyczyny w kodzie źródłowym i chronić się przed najczęściej występującymi atakami; Dowiedz się jak rozpoznawać podatności, lokalizować ich przyczyny w kodzie źródłowym i chronić się przed najczęściej występującymi atakami; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/bezpieczenstwo_aplikacji_webowych.jpg; 1,2; 0
231; 1; Kurs PHP 7 - średniozaawansowany; PHP; 119; 1; 1; 1; 500; Przejdź na wyższy poziom programowania w języku PHP; Przejdź na wyższy poziom programowania w języku PHP; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_php_sredniozaawansowany.jpg; 1,2; 0
232; 1; Kurs Zend Framework; PHP; 60; 1; 1; 1; 500; Twórz dynamiczne internetowe aplikacje z użyciem sprawdzonego i wszechstronnego frameworku Zend; Twórz dynamiczne internetowe aplikacje z użyciem sprawdzonego i wszechstronnego frameworku Zend; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Zend-Framework.jpg; 1,2; 0
233; 1; Kurs ES6 nowa generacja JavaScript; Webpack; 89; 1; 1; 1; 500; Najnowszy standard JavaScript, który każdy web developer musi znać.; Najnowszy standard JavaScript, który każdy web developer musi znać.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/ecmascript6.jpg; 1,2; 0
234; 1; Kurs Efektywna praca w Sublime Text; Sublime Text; 59; 1; 1; 1; 500; Pracuj jak zawodowiec w najczęściej wybieranym edytorze kodu; Pracuj jak zawodowiec w najczęściej wybieranym edytorze kodu; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Efektywna-praca-w-Sublime-Text.jpg; 1,2; 0
235; 1; Kurs Vue.js - zaawansowany; JavaScript; 119; 1; 1; 1; 500; Zdobądź zaawansowane umiejętności pracy z frameworkiem Vue.js i zobacz jak w łatwy i szybki sposób, można tworzyć świetnie wyglądające i wydajne aplikacje!; Zdobądź zaawansowane umiejętności pracy z frameworkiem Vue.js i zobacz jak w łatwy i szybki sposób, można tworzyć świetnie wyglądające i wydajne aplikacje!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/vue_js_zaawansowany.jpg; 1,2; 0
236; 1; Kurs Programowanie asynchroniczne w JavaScript; JavaScript; 69; 1; 1; 1; 500; Poznaj i zrozum fundamentalne koncepcje programowania asynchronicznego w JavaScript; Poznaj i zrozum fundamentalne koncepcje programowania asynchronicznego w JavaScript; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/javascript_asynchroniczne.jpg; 1,2; 0
237; 1; Kurs Programowanie obiektowe w JavaScript; JavaScript; 69; 1; 1; 1; 500; Dowiedz się na czym naprawdę polega istota obiektowego JavaScript; Dowiedz się na czym naprawdę polega istota obiektowego JavaScript; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_js_obiektowe.jpg; 1,2; 0
238; 1; Kurs Programowanie funkcyjne w JavaScript; JavaScript; 69; 1; 1; 1; 500; Opanuj nowoczesne podejście do programowania w języku JavaScript. ; Opanuj nowoczesne podejście do programowania w języku JavaScript. ; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_programowanie_funkcyjne_w_javascript.jpg; 1,2; 0
239; 1; Testy jednostkowe - wprowadzenie; JavaScript; 79; 1; 1; 1; 500; Poznaj podstawy przeprowadzania testów jednostkowych. Pisz wydajne i wolne od błędów aplikacje; Poznaj podstawy przeprowadzania testów jednostkowych. Pisz wydajne i wolne od błędów aplikacje; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/testy_jednostkowe.jpg; 1,2; 0
240; 1; Kurs Access - formularze i raporty; Access; 69; 1; 1; 1; 500; Zamień bazę danych w funkcjonalną i łatwą w użyciu aplikację; Zamień bazę danych w funkcjonalną i łatwą w użyciu aplikację; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Access-formularze-i-raporty.jpg; 1,2; 0
241; 1; Kurs Access - kwerendy; Access; 69; 1; 1; 1; 500; Wszystko co powinieneś wiedzieć na temat tworzenia kwerend; Wszystko co powinieneś wiedzieć na temat tworzenia kwerend; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Access-kwerendy.jpg; 1,2; 0
242; 1; Kurs Access 2013 od podstaw; Access; 69; 1; 1; 1; 500; Kurs, który pozwoli Ci błyskawicznie opanować wszystkie kluczowe funkcje programu Access; Kurs, który pozwoli Ci błyskawicznie opanować wszystkie kluczowe funkcje programu Access; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Access-2013-od-podstaw.jpg; 1,2; 0
243; 1; Kurs Access 2010 esencja; Access; 49; 1; 1; 1; 500; Opanuj tworzenie i edytowanie baz danych w programie Access; Opanuj tworzenie i edytowanie baz danych w programie Access; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Access-2010-esencja.jpg; 1,2; 0
244; 1; Kurs Access 2007; Access; 49; 1; 1; 1; 500; Praktyczne tworzenie baz danych w profesjonalnym programie Access; Praktyczne tworzenie baz danych w profesjonalnym programie Access; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Access-2007.jpg; 1,2; 0
245; 1; Kurs JavaScript - zaawansowany; JSON; 69; 1; 1; 1; 500; Zaawansowane techniki pracy w jednym z najpopularniejszych webowych języków; Zaawansowane techniki pracy w jednym z najpopularniejszych webowych języków; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-JavaScript-zaawansowany.jpg; 1,2; 0
246; 1; Fundamenty języka Java; Android; 119; 1; 1; 1; 500; Opanuj jeden z najpopularniejszych języków programowania. Zdobądź podstawy i pisz aplikacje w JAVA; Opanuj jeden z najpopularniejszych języków programowania. Zdobądź podstawy i pisz aplikacje w JAVA; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Fundamenty-jezyka-Java.jpg; 1,2; 0
247; 1; Kurs Gimp 2.10 - praktyczne projekty; Fotomontaż, Edycja zdjęć, Fotografia, Grafika wektorowa, Edycja grafiki, Grafika rastrowa, GIMP; 99; 1; 1; 1; 500; Poznaj zaawansowane narzędzia Gimpa i zdobądź wiedzę, która pozwoli Ci tworzyć niesamowite projekty graficzne.; Poznaj zaawansowane narzędzia Gimpa i zdobądź wiedzę, która pozwoli Ci tworzyć niesamowite projekty graficzne.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_gimp_2_10_-_praktyczne_projekty.jpg; 1,2; 0
248; 1; 3ds Max + V-Ray Next - realistyczne wizualizacje 3D; Fotomontaż, Grafika wektorowa, Edycja grafiki, Projekty marketingowe, Grafika rastrowa, Modelowanie 3D, Tworzenie wizualizacji, 3ds Max, V-Ray; 89; 1; 1; 1; 500; Naucz się tworzyć fotorealistyczne wizualizacje wykorzystując V-Ray Next dla 3ds Max. Opanuj jeden z najlepszych silników renderujących na rynku!; Naucz się tworzyć fotorealistyczne wizualizacje wykorzystując V-Ray Next dla 3ds Max. Opanuj jeden z najlepszych silników renderujących na rynku!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/3ds_max_v-ray_next_-_realistyczne_wizualizacje_3d.jpg; 1,2; 0
249; 1; Kurs Adobe Photoshop CC - zaawansowany; Fotomontaż, Fotografia, Edycja grafiki, Projekty marketingowe, Grafika rastrowa, Adobe Photoshop; 89; 1; 1; 1; 500; Poznaj zaawansowane możliwości Photoshopa CC i zacznij edytować grafikę jak prawdziwy profesjonalista; Poznaj zaawansowane możliwości Photoshopa CC i zacznij edytować grafikę jak prawdziwy profesjonalista; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/adobe_photoshop_cc_zaawansowany.jpg; 1,2; 0
250; 1; Fotomontaż w Photoshopie; Fotomontaż, Edycja zdjęć, Fotografia, Grafika rastrowa, Camera RAW, Adobe Photoshop; 99; 1; 1; 1; 500; Poznaj receptę na świetny fotomontaż i stwórz go od podstaw w Photoshopie; Poznaj receptę na świetny fotomontaż i stwórz go od podstaw w Photoshopie; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Fotomontaze_w_Photoshop.jpg; 1,2; 0
251; 1; Kurs Environment Design - od szkicu do ilustracji; Edycja zdjęć, Edycja grafiki, Grafika rastrowa, Adobe Photoshop; 129; 1; 1; 1; 500; Naucz się tworzyć pełne detali ilustracje krajobrazów za pomocą Photoshopa. Zdobądź podstawy environment design i twórz niesamowite cyfrowe rysunki całych środowisk.; Naucz się tworzyć pełne detali ilustracje krajobrazów za pomocą Photoshopa. Zdobądź podstawy environment design i twórz niesamowite cyfrowe rysunki całych środowisk.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_environment_design_-_od_szkicu_do_ilustracji.jpg; 1,2; 0
252; 1; Kurs Concept Art - rysowanie postaci i character design; Edycja zdjęć, Edycja grafiki, Grafika rastrowa, Adobe Photoshop; 129; 1; 1; 1; 500; Naucz się projektować własne postacie kompletnie od zera. Dowiedz się jak tworzyć oryginalne concept arty na potrzeby gier komputerowych i filmów animowanych.; Naucz się projektować własne postacie kompletnie od zera. Dowiedz się jak tworzyć oryginalne concept arty na potrzeby gier komputerowych i filmów animowanych.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_concept_art_-_rysowanie_postaci_i_character_design.jpg; 1,2; 0
253; 1; Kurs GIMP w biznesie i marketingu; Edycja zdjęć, Grafika wektorowa, Do druku, Edycja grafiki, Projekty marketingowe, Grafika rastrowa, GIMP; 69; 1; 1; 1; 500; Wykorzystaj darmowego Gimpa i zacznij samodzielnie projektować wszystkie materiały marketingowe, których potrzebuje Twoja firma. Buduj wizerunek marki prowadząc skuteczne działania promocyjne.; Wykorzystaj darmowego Gimpa i zacznij samodzielnie projektować wszystkie materiały marketingowe, których potrzebuje Twoja firma. Buduj wizerunek marki prowadząc skuteczne działania promocyjne.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_gimp_w_biznesie_i_marketingu.jpg; 1,2; 0
254; 1; Kurs GIMP 2.10 - podstawy edycji grafiki; Edycja zdjęć, Fotografia, Edycja grafiki, Grafika rastrowa, GIMP; 89; 1; 1; 1; 500; Zdobądź podstawy edycji grafiki z najnowszą wersją darmowego programu GIMP. Dowiedz się jak edytować zdjęcia, dokonywać retuszu, korekty kolorów i pracować z tekstem.; Zdobądź podstawy edycji grafiki z najnowszą wersją darmowego programu GIMP. Dowiedz się jak edytować zdjęcia, dokonywać retuszu, korekty kolorów i pracować z tekstem.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_gimp_2_10_podstawy_edycji_grafiki.jpg; 1,2; 0
255; 1; Fundamenty i teoria fotografii; Edycja zdjęć, Fotografia, Edycja grafiki, Adobe Photoshop; 79; 1; 1; 1; 500; Poznaj reguły rządzące fotografią, dowiedz się jak stosować zasady kompozycji, zapanować nad ruchem, manipulować kolorem, światłem i ustawiać ostrość; Poznaj reguły rządzące fotografią, dowiedz się jak stosować zasady kompozycji, zapanować nad ruchem, manipulować kolorem, światłem i ustawiać ostrość; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/fundamenty_i_teoria_fotografii.jpg; 1,2; 0
256; 1; Kurs Fotografia produktowa; Edycja zdjęć, Fotografia, Projekty marketingowe, Grafika rastrowa, Adobe Lightroom, Adobe Photoshop; 129; 1; 1; 1; 500; Świetne zdjęcia same sprzedają. Poznaj tajniki fotografii produktowej już dziś!; Świetne zdjęcia same sprzedają. Poznaj tajniki fotografii produktowej już dziś!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_fotografia_produktowa.jpg; 1,2; 0
257; 1; Kurs GIMP zaawansowany; Edycja zdjęć, Fotografia, Edycja grafiki, Grafika rastrowa, GIMP; 99; 1; 1; 1; 500; Poznaj zaawansowane narzędzia GIMP'a i naucz się tworzyć niesamowite efekty; Poznaj zaawansowane narzędzia GIMP'a i naucz się tworzyć niesamowite efekty; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_gimp_zaawansowany.jpg; 1,2; 0
258; 1; Kurs GIMP od podstaw; Edycja zdjęć, Fotografia, Grafika wektorowa, Grafika rastrowa, GIMP; 89; 1; 1; 1; 500; Opanuj podstawy edycji grafiki w Gimpie i zachwyć wszystkich swoimi zdjęciami; Opanuj podstawy edycji grafiki w Gimpie i zachwyć wszystkich swoimi zdjęciami; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_Gimp_od_podstaw1.jpg; 1,2; 0
259; 1; Kurs fotografii dla każdego; Edycja zdjęć, Fotografia, Projekty marketingowe, Grafika rastrowa, Camera RAW, Adobe Photoshop; 99; 1; 1; 1; 500; Poznaj od podstaw tajniki świadomej i twórczej fotografii; Poznaj od podstaw tajniki świadomej i twórczej fotografii; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-fotografii-dla-kazdego.jpg; 1,2; 0
260; 1; Kurs Lightroom - rewolucja w fotografii; Edycja zdjęć, Fotografia, Grafika rastrowa, Adobe Lightroom, Adobe Photoshop; 99; 1; 1; 1; 500; Przeżyj prawdziwą rewolucję w fotografii; Przeżyj prawdziwą rewolucję w fotografii; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Lightroom-rewolucja-w-fotografii.jpg; 1,2; 0
261; 1; Kurs CorelDRAW - projekty marketingowe; Edycja zdjęć, Grafika wektorowa, Do druku, Projekty marketingowe, Grafika rastrowa, CorelDRAW; 119; 1; 1; 1; 500; Dowiedz się jak projektować materiały reklamowe w CorelDRAW; Dowiedz się jak projektować materiały reklamowe w CorelDRAW; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-CorelDRAW-projekty-marketingowe.jpg; 1,2; 0
262; 1; Kurs CorelDRAW - kompendium wiedzy; Edycja zdjęć, Grafika wektorowa, Do druku, Projekty marketingowe, CorelDRAW; 79; 1; 1; 1; 500; Obszerne kompendium na temat niezwykle popularnego programu do tworzenia grafiki wektorowej; Obszerne kompendium na temat niezwykle popularnego programu do tworzenia grafiki wektorowej; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-CorelDRAW-kompendium-wiedzy.jpg; 1,2; 0
263; 1; Kurs Camera RAW dla fotografa; Edycja zdjęć, Fotografia, Camera RAW, Adobe Photoshop; 65; 1; 1; 1; 500; Naucz się pracować z plikami RAW i wykorzystaj w pełni potencjał swojego sprzętu; Naucz się pracować z plikami RAW i wykorzystaj w pełni potencjał swojego sprzętu; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Camera-RAW-dla-fotografa.jpg; 1,2; 0
264; 1; Kurs Photoshop dla fotografa; Edycja zdjęć, Fotografia, Adobe Photoshop; 65; 1; 1; 1; 500; Niesamowite techniki, które pozwolą wydobyć z twoich zdjęć to co w nich najlepsze; Niesamowite techniki, które pozwolą wydobyć z twoich zdjęć to co w nich najlepsze; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Photoshop-dla-fotografa.jpg; 1,2; 0
265; 1; Kurs Photoshop kreatywna fotografia ślubna; Edycja zdjęć, Fotografia, Adobe Photoshop; 75; 1; 1; 1; 500; Profesjonalne i zaskakująco łatwe techniki, którymi zachwycisz swoich klientów; Profesjonalne i zaskakująco łatwe techniki, którymi zachwycisz swoich klientów; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Photoshop-kreatywna-fotografia-slubna.jpg; 1,2; 0
266; 1; Kurs Photoshop kreatywne techniki pracy; Edycja zdjęć, Fotografia; 69; 1; 1; 1; 500; Co sprawia, że niektóre fotografie przyciągają wzrok, a inne nie budzą zainteresowania?; Co sprawia, że niektóre fotografie przyciągają wzrok, a inne nie budzą zainteresowania?; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Photoshop-kreatywne-techniki-pracy.jpg; 1,2; 0
267; 1; Kurs Photoshop CS6 esencja; Edycja zdjęć, Bridge, Camera RAW; 60; 1; 1; 1; 500; Cała esencja programu Photoshop CS6 w 10 godzin; Cała esencja programu Photoshop CS6 w 10 godzin; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Photoshop-CS6-esencja.jpg; 1,2; 0
268; 1; Kurs obsługi bezlusterkowca; Fotografia, Poradniki; 119; 1; 1; 1; 500; Po tym kursie nie zaskoczy Cię żadna z funkcji Twojego aparatu. Poznasz na wylot swój sprzęt i będziesz wiedział jak wykorzystać jego potencjał w każdej sytuacji.; Po tym kursie nie zaskoczy Cię żadna z funkcji Twojego aparatu. Poznasz na wylot swój sprzęt i będziesz wiedział jak wykorzystać jego potencjał w każdej sytuacji.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_obslugi_bezlusterkowca.jpg; 1,2; 0
269; 1; Kurs Fotografia krajobrazu; Fotografia, Camera RAW; 79; 1; 1; 1; 500; Dowiedz się jak profesjonalnie fotografować krajobrazy tak, aby Twoje zdjęcia wyglądały niczym te z folderów biur podróży. Spraw by budziły zachwyt i podziw oglądających.; Dowiedz się jak profesjonalnie fotografować krajobrazy tak, aby Twoje zdjęcia wyglądały niczym te z folderów biur podróży. Spraw by budziły zachwyt i podziw oglądających.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/fotografia_krajobrazu.jpg; 1,2; 0
270; 1; Kurs Photoshop CC dla początkujących; Fotografia, Edycja grafiki, Projekty marketingowe, Grafika rastrowa, Adobe Photoshop; 99; 1; 1; 1; 500; Poznaj solidne podstawy Adobe Photoshop CC 2018 i zacznij swoją przygodę z edycją grafiki już dziś!; Poznaj solidne podstawy Adobe Photoshop CC 2018 i zacznij swoją przygodę z edycją grafiki już dziś!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/adobe_photoshop_cc2017.jpg; 1,2; 0
271; 1; Lustrzanka cyfrowa - kurs obsługi; Fotografia, Adobe Lightroom; 99; 1; 1; 1; 500; Poznaj swoją lustrzankę i bądź o krok przed innymi fotografami; Poznaj swoją lustrzankę i bądź o krok przed innymi fotografami; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Lustrzanka-cyfrowa-kurs-obslugi.jpg; 1,2; 0
272; 1; Kurs Sketch - projektowanie UX/UI w praktyce; Grafika wektorowa, Edycja grafiki, Grafika rastrowa; 99; 1; 1; 1; 500; Dowiedz się jak za pomocą Sketcha zaprojektować kompletny produkt cyfrowy: od koncepcji do przekazania gotowego projektu developerom.; Dowiedz się jak za pomocą Sketcha zaprojektować kompletny produkt cyfrowy: od koncepcji do przekazania gotowego projektu developerom.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_sketch_-_projektowanie_ux_ui_w_praktyce.jpg; 1,2; 0
273; 1; Kurs Liternictwo - od szkicu do druku; Grafika wektorowa, Do druku, Edycja grafiki, Projekty marketingowe, Adobe Illustrator; 79; 1; 1; 1; 500; Opanuj najważniejsze narzędzia i stwórz swoją wyjątkową kompozycję literniczą; Opanuj najważniejsze narzędzia i stwórz swoją wyjątkową kompozycję literniczą; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_letteringu.jpg; 1,2; 0
274; 1; Kurs Illustrator CC od podstaw; Grafika wektorowa, Projekty marketingowe, Adobe Illustrator; 99; 1; 1; 1; 500; Opanuj podstawy Adobe Illustrator CC 2017 i wkrocz w kreatywny świat grafiki wektorowej; Opanuj podstawy Adobe Illustrator CC 2017 i wkrocz w kreatywny świat grafiki wektorowej; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs_Illustrator_CC_od_podstaw.jpg; 1,2; 0
275; 1; Kurs CorelDRAW - wizualizacja produktów; Grafika wektorowa, Do druku, Projekty marketingowe, CorelDRAW; 99; 1; 1; 1; 500; Naucz się tworzyć realistyczne wizualizacje produktów w programie CorelDRAW; Naucz się tworzyć realistyczne wizualizacje produktów w programie CorelDRAW; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-CorelDRAW-wizualizacja-produktow.jpg; 1,2; 0
276; 1; Kurs CorelDRAW - tworzenie ilustracji; Grafika wektorowa, Projekty marketingowe, CorelDRAW; 99; 1; 1; 1; 500; Naucz się tworzyć wspaniałe ilustracje w CorelDRAW; Naucz się tworzyć wspaniałe ilustracje w CorelDRAW; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-CorelDRAW-tworzenie-ilustracji.jpg; 1,2; 0
277; 1; Kurs CorelDRAW X5 - esencja; Grafika wektorowa, CorelDRAW; 49; 1; 1; 1; 500; Poznaj wszystkie kluczowe funkcje programu CorelDRAW X5; Poznaj wszystkie kluczowe funkcje programu CorelDRAW X5; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-CorelDRAW-X5-esencja.jpg; 1,2; 0
278; 1; Kurs Adobe Illustrator CS5 - esencja; Grafika wektorowa, Do druku, Adobe Illustrator; 49; 1; 1; 1; 500; Twórz wspaniałą grafikę w programie, którego używają profesjonaliści; Twórz wspaniałą grafikę w programie, którego używają profesjonaliści; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Adobe-Illustrator-CS5-esencja.jpg; 1,2; 0
279; 1; Kurs Adobe InDesign - praktyczne techniki pracy; Do druku, Edycja grafiki, Projekty marketingowe, Adobe InDesign; 99; 1; 1; 1; 500; Podnieś swoje umiejętności pracy z typografią, kolorem i składem publikacji. Poznaj zaawansowane techniki, które pozwolą Ci sprawnie zrealizować każdy projekt.; Podnieś swoje umiejętności pracy z typografią, kolorem i składem publikacji. Poznaj zaawansowane techniki, które pozwolą Ci sprawnie zrealizować każdy projekt.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_adobe_indesign_cc_-_praktyczne_techniki_pracy.jpg; 1,2; 0
280; 1; Podstawy typografii - skład i łamanie tekstu; Do druku, Edycja grafiki, Projekty marketingowe, Adobe InDesign; 79; 1; 1; 1; 500; Dowiedz się czym charakteryzują się najlepsze fonty, jak właściwie dobierać kroje pisma i zadbać o najważniejsze aspekty typograficzne twoich publikacji; Dowiedz się czym charakteryzują się najlepsze fonty, jak właściwie dobierać kroje pisma i zadbać o najważniejsze aspekty typograficzne twoich publikacji; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/podstawy_typografii_sklad_i_lamanie_tekstu.jpg; 1,2; 0
281; 1; Kurs Adobe InDesign CC - zaawansowany; Do druku, Edycja grafiki, Projekty marketingowe, Adobe InDesign; 99; 1; 1; 1; 500; Poznaj zaawansowane możliwości Adobe InDesign i rozwiń swoją wiedzę na temat składu i łamania tekstu oraz przygotowania publikacji do druku.; Poznaj zaawansowane możliwości Adobe InDesign i rozwiń swoją wiedzę na temat składu i łamania tekstu oraz przygotowania publikacji do druku.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/adobe_indesign_cc_zaawansowany.jpg; 1,2; 0
282; 1; Kurs Adobe InDesign CC dla początkujących; Do druku, Edycja grafiki, Projekty marketingowe, Adobe InDesign; 49; 1; 1; 1; 500; Naucz się wykorzystywać najważniejsze narzędzia Adobe InDesign. Dowiedz się jak pracować ze składem i łamaniem tekstu na potrzeby druku i publikacji elektronicznych.; Naucz się wykorzystywać najważniejsze narzędzia Adobe InDesign. Dowiedz się jak pracować ze składem i łamaniem tekstu na potrzeby druku i publikacji elektronicznych.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/adobe_indesign_cc_dla_poczatkujacych.jpg; 1,2; 0
283; 1; Kurs Photoshop w biznesie i marketingu; Do druku, Edycja grafiki, Projekty marketingowe, Adobe Photoshop; 119; 1; 1; 1; 500; Naucz się samodzielnie tworzyć wszystkie materiały marketingowe jakich potrzebujesz - od grafik do social media po banery reklamowe, na wizytówkach i ulotkach kończąc; Naucz się samodzielnie tworzyć wszystkie materiały marketingowe jakich potrzebujesz - od grafik do social media po banery reklamowe, na wizytówkach i ulotkach kończąc; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/photoshop_w_biznesie_i_marketingu.jpg; 1,2; 0
284; 1; Kurs Canva - grafika online od podstaw; Edycja grafiki, Projekty marketingowe, Poradniki; 89; 1; 1; 1; 500; Twórz prosto i szybko zachwycające grafiki dla swojego biznesu w przeglądarce! Wykorzystaj darmowe narzędzie Canva do projektowania banerów, grafik do social media, logo, prezentacji i innych materiał; Twórz prosto i szybko zachwycające grafiki dla swojego biznesu w przeglądarce! Wykorzystaj darmowe narzędzie Canva do projektowania banerów, grafik do social media, logo, prezentacji i innych materiał; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_canva_-_grafika_online_od_podstaw.jpg; 1,2; 0
285; 1; Kurs Rysowania na tablecie graficznym; Edycja grafiki, Grafika rastrowa, Adobe Photoshop; 89; 1; 1; 1; 500; Dowiedz się jak wybrać odpowiedni tablet graficzny, skonfigurować go i opanować techniki rysowania krok po kroku. Poznaj kompletny workflow, który pozwoli Ci tworzyć świetne cyfrowe rysunki!; Dowiedz się jak wybrać odpowiedni tablet graficzny, skonfigurować go i opanować techniki rysowania krok po kroku. Poznaj kompletny workflow, który pozwoli Ci tworzyć świetne cyfrowe rysunki!; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/kurs_rysowania_na_tablecie_graficznym.jpg; 1,2; 0
286; 1; Kurs Digital Painting dla początkujących; Edycja grafiki, Grafika rastrowa, Adobe Photoshop; 89; 1; 1; 1; 500; Zdobądź umiejętności pracy na tablecie graficznym i poznaj techniki rysowania w Adobe Photoshop, które pozwolą Ci tworzyć niesamowite ilustracje cyfrowe.; Zdobądź umiejętności pracy na tablecie graficznym i poznaj techniki rysowania w Adobe Photoshop, które pozwolą Ci tworzyć niesamowite ilustracje cyfrowe.; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/digital-painting_dla_poczatkujacych.jpg; 1,2; 0
287; 1; Kurs Photoshop - 3D i animacja; Projekty marketingowe, Adobe Photoshop; 70; 1; 1; 1; 500; Odkryj niezwykłe możliwości Photoshopa w zakresie tworzenia grafiki 3D oraz animacji; Odkryj niezwykłe możliwości Photoshopa w zakresie tworzenia grafiki 3D oraz animacji; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/Kurs-Photoshop-3D-i-animacja.jpg; 1,2; 0
288; 1; Graphic Design - podstawy projektowania; Grafika rastrowa; 99; 1; 1; 1; 500; Poznaj fundamentalne zasady projektowania graficznego. Dowiedz się czym jest język projektowania, jak stosować reguły kompozycji, pracować z kolorem i używać typografii; Poznaj fundamentalne zasady projektowania graficznego. Dowiedz się czym jest język projektowania, jak stosować reguły kompozycji, pracować z kolorem i używać typografii; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/podstawy_designu.jpg; 1,2; 0
289; 1; Wprowadzenie do concept art i ilustracji; Grafika rastrowa, Adobe Photoshop; 79; 1; 1; 1; 500; Połącz swoją wyobraźnię z pasją do grafiki i zostań profesjonalnym artystą koncepcyjnym i ilustratorem. Zdobądź wiedzę na temat kompozycji, szkicowania, teksturowania i twórz niesamowite ilustracje; Połącz swoją wyobraźnię z pasją do grafiki i zostań profesjonalnym artystą koncepcyjnym i ilustratorem. Zdobądź wiedzę na temat kompozycji, szkicowania, teksturowania i twórz niesamowite ilustracje; https://strefafilmy.s3.amazonaws.com/product_picture/shop/box/wprowadzenie_do_ilustracji_i_concept_art.jpg; 1,2; 0
